"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","hits","abs","exit_velocity","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","extension"
"264","461815","David Murphy","1479","17.85","0.347","0.174","0.318","0.521","90","259","89.1","8.5","2134","88.81","88.37","0","264","null","-0.4","6.01"
"122","430404","Jonny Gomes","1066","11.44","0.370","0.244","0.322","0.613","44","119","89.1","16.2","2168","89.08","88.39","0","122","null","-0.7","5.89"
"246","435063","Mike Napoli","2038","12.07","0.331","0.273","0.286","0.604","81","245","89.1","15.2","2161","88.65","88.27","0","246","null","-0.3","6.12"
"215","471083","Miguel Montero","1639","13.12","0.377","0.250","0.328","0.627","80","212","89.0","14.1","2118","89.07","88.54","0","215","null","-0.6","5.96"
"175","519025","Will Middlebrooks","1036","16.89","0.304","0.211","0.259","0.515","52","171","89.0","14.4","2135","88.15","87.72","0","175","null","-0.5","6.06"
"387","523253","Logan Forsythe","2540","15.24","0.388","0.231","0.354","0.619","148","381","89.0","15.0","2128","88.99","88.43","0","387","null","-0.6","6.05"
"392","502210","Josh Reddick","2296","17.07","0.336","0.228","0.300","0.564","131","390","89.0","13.7","2114","87.45","86.73","0","392","null","-0.7","5.87"
"150","543768","Travis Shaw","1022","14.68","0.399","0.324","0.336","0.723","59","148","89.0","14.5","2086","87.74","87.39","0","150","null","-0.3","6.13"
"200","572019","Ben Paulsen","1290","15.50","0.426","0.279","0.392","0.706","84","197","89.0","10.6","2071","87.40","87.55","0","200","null","0.2","6.09"
"267","572191","Michael Taylor","1883","14.18","0.371","0.231","0.333","0.602","98","264","89.0","9.9","2121","88.17","87.78","0","267","null","-0.4","6.07"
"144","501647","Wilin Rosario","859","16.76","0.394","0.232","0.365","0.627","56","142","89.0","5.0","2096","87.12","87.20","0","144","null","0.1","6.07"
"167","431171","Casey McGehee","998","16.73","0.263","0.102","0.255","0.365","44","167","89.0","4.9","2185","89.46","88.68","0","167","null","-0.8","5.85"
"385","572761","Matt Carpenter","2804","13.73","0.386","0.328","0.337","0.714","147","381","89.0","17.2","2148","89.35","88.68","0","385","null","-0.6","5.89"
"160","608700","Kevin Plawecki","949","16.86","0.299","0.108","0.280","0.408","47","157","89.0","8.3","2127","89.45","89.04","0","160","null","-0.5","6.10"
"85","595978","Austin Hedges","536","15.86","0.256","0.122","0.220","0.378","21","82","89.0","13.5","2124","88.34","87.71","0","85","null","-0.6","5.94"
"368","116338","Torii Hunter","2087","17.63","0.320","0.231","0.274","0.551","116","363","89.0","9.9","2150","89.20","88.67","0","368","null","-0.5","6.02"
"229","460086","Alex Gordon","1678","13.65","0.388","0.250","0.343","0.638","87","224","88.9","15.3","2155","89.19","88.62","0","229","null","-0.6","5.94"
"360","541645","Avisail Garcia","2140","16.82","0.368","0.166","0.340","0.534","131","356","88.9","7.1","2143","88.56","88.31","0","360","null","-0.3","6.10"
"83","572204","Trayce Thompson","555","14.95","0.398","0.325","0.359","0.723","33","83","88.9","10.0","2179","88.46","88.14","0","83","null","-0.4","6.11"
"382","467827","Gerardo Parra","2085","18.32","0.360","0.217","0.333","0.577","136","378","88.9","10.6","2074","88.27","87.93","0","382","null","-0.4","6.10"
"379","430945","Adam Jones","1996","18.99","0.354","0.295","0.301","0.649","133","376","88.9","13.1","2146","88.65","88.10","0","379","null","-0.6","6.02"
"205","488771","Jason Castro","1476","13.89","0.337","0.213","0.305","0.550","68","202","88.9","14.1","2093","87.99","87.32","0","205","null","-0.7","5.91"
"151","452239","Justin Maxwell","1030","14.66","0.320","0.200","0.290","0.520","48","150","88.9","10.3","2146","88.89","88.22","0","151","null","-0.7","5.84"
"346","457727","Cameron Maybin","2173","15.92","0.353","0.152","0.330","0.504","121","343","88.8","3.5","2117","89.06","88.52","0","346","null","-0.6","6.00"
"112","573627","Kennys Vargas","722","15.51","0.366","0.179","0.336","0.545","41","112","88.8","4.7","2070","88.09","87.51","0","112","null","-0.6","5.97"
"290","425567","Alex Rios","1533","18.92","0.320","0.120","0.307","0.440","91","284","88.8","15.4","2150","89.53","89.18","0","290","null","-0.3","6.05"
"284","400284","Chase Utley","1620","17.53","0.272","0.178","0.243","0.449","75","276","88.8","12.2","2099","89.56","88.95","0","284","null","-0.6","5.99"
"384","458731","Brett Gardner","2732","14.06","0.354","0.194","0.325","0.549","135","381","88.8","10.5","2113","89.42","88.78","0","384","null","-0.6","6.02"
"152","571976","Wil Myers","1077","14.11","0.362","0.257","0.326","0.618","55","152","88.8","8.3","2110","88.93","88.66","0","152","null","-0.2","6.13"
"156","449181","Paulo Orlando","896","17.41","0.348","0.303","0.315","0.652","54","155","88.8","10.9","2083","88.54","88.06","0","156","null","-0.4","5.99"
"110","285078","Josh Hamilton","674","16.32","0.380","0.287","0.324","0.667","41","108","88.8","8.7","2117","87.52","87.06","0","110","null","-0.4","6.01"
"80","488912","Tuffy Gosewisch","524","15.27","0.291","0.114","0.278","0.405","23","79","88.7","9.9","2092","89.28","88.69","0","80","null","-0.6","5.94"
"130","430321","Delmon Young","605","21.49","0.349","0.093","0.336","0.442","45","129","88.7","8.7","2141","87.69","87.12","0","130","null","-0.6","6.03"
"425","425509","Jhonny Peralta","2444","17.39","0.368","0.167","0.341","0.535","154","419","88.7","13.5","2137","89.72","89.16","0","425","null","-0.5","5.96"
"175","547982","Leonys Martin","1112","15.74","0.314","0.149","0.294","0.463","55","175","88.6","6.2","2149","88.89","88.34","0","175","null","-0.6","5.99"
"335","467055","Pablo Sandoval","1848","18.13","0.325","0.166","0.302","0.491","108","332","88.6","9.2","2106","86.96","86.48","0","335","null","-0.5","6.07"
"377","592206","Nicholas Castellanos","2317","16.27","0.367","0.240","0.334","0.606","136","371","88.6","16.8","2124","88.75","88.44","0","377","null","-0.4","6.10"
"291","596059","Rougned Odor","1755","16.58","0.353","0.287","0.312","0.640","101","286","88.6","7.9","2112","88.16","87.73","0","291","null","-0.5","6.04"
"330","592663","J.T. Realmuto","1723","19.15","0.307","0.190","0.283","0.497","100","326","88.6","7.9","2139","88.98","88.04","0","330","null","-1.0","5.83"
"405","500208","Yangervis Solarte","2028","19.97","0.323","0.204","0.297","0.527","130","402","88.6","9.7","2083","88.84","88.22","0","405","null","-0.6","5.97"
"319","546318","Odubel Herrera","2150","14.84","0.410","0.177","0.394","0.587","130","317","88.5","7.9","2060","88.03","87.40","0","319","null","-0.6","5.97"
"288","460576","Carlos Gomez","1744","16.51","0.345","0.233","0.315","0.578","99","287","88.5","13.1","2046","87.76","87.45","0","288","null","-0.3","6.09"
"361","452678","Asdrubal Cabrera","2067","17.46","0.359","0.232","0.325","0.590","127","354","88.5","15.7","2128","87.84","87.22","0","361","null","-0.6","6.01"
"280","456030","Dustin Pedroia","1638","17.09","0.355","0.149","0.335","0.504","98","276","88.5","7.7","2164","88.53","87.95","0","280","null","-0.6","6.06"
"252","150212","Michael Cuddyer","1512","16.67","0.355","0.187","0.329","0.542","89","251","88.5","6.8","2130","89.27","88.85","0","252","null","-0.5","6.14"
"280","543510","James McCann","1501","18.65","0.362","0.172","0.344","0.534","101","279","88.5","8.9","2137","88.46","88.08","0","280","null","-0.4","6.04"
"155","581527","Devon Travis","941","16.47","0.383","0.247","0.351","0.630","59","154","88.5","5.6","2093","88.71","88.30","0","155","null","-0.4","6.11"
"179","628329","Rusney Castillo","1040","17.21","0.337","0.163","0.316","0.500","60","178","88.4","3.1","2080","88.12","87.74","0","179","null","-0.4","6.13"
"140","456121","Chris Denorfia","932","15.02","0.384","0.159","0.368","0.543","53","138","88.4","7.5","2198","89.96","89.37","0","140","null","-0.6","5.93"
"463","593428","Xander Bogaerts","2530","18.30","0.393","0.127","0.382","0.520","180","458","88.3","6.4","2144","88.75","88.31","0","463","null","-0.5","6.11"
"223","448602","Mark Reynolds","1785","12.49","0.389","0.290","0.348","0.679","86","221","88.3","11.7","2166","88.81","88.29","0","223","null","-0.5","5.94"
"332","435559","Kurt Suzuki","1749","18.98","0.305","0.095","0.291","0.399","100","328","88.3","11.9","2135","89.53","88.96","0","332","null","-0.5","6.04"
"78","502582","Logan Schafer","533","14.63","0.312","0.130","0.299","0.442","24","77","88.2","10.9","2000","90.21","89.90","0","78","null","-0.3","6.13"
"104","519295","Jake Smolinski","756","13.76","0.280","0.260","0.232","0.540","28","100","88.2","9.6","2129","88.17","87.57","0","104","null","-0.6","5.94"
"120","425834","Melvin Upton Jr.","877","13.68","0.403","0.261","0.383","0.664","48","119","88.1","10.0","2104","89.74","89.30","0","120","null","-0.4","6.04"
"150","501659","Abraham Almonte","981","15.29","0.331","0.250","0.306","0.581","49","148","88.1","4.4","2126","89.27","88.90","0","150","null","-0.4","6.07"
"322","465041","Francisco Cervelli","2018","15.96","0.395","0.147","0.380","0.542","126","319","88.1","7.4","2141","90.17","89.89","0","322","null","-0.3","6.11"
"186","570482","Giovanny Urshela","1077","17.27","0.317","0.151","0.294","0.468","59","186","88.1","13.6","2157","87.92","87.44","0","186","null","-0.5","5.97"
"423","622110","Matt Duffy","2270","18.63","0.366","0.171","0.348","0.537","154","421","88.1","8.3","2149","89.40","88.88","0","423","null","-0.5","5.94"
"163","477195","Ike Davis","933","17.47","0.298","0.155","0.281","0.453","48","161","88.1","5.7","2125","87.17","86.48","0","163","null","-0.7","5.85"
"100","542194","Christian Bethancourt","527","18.98","0.280","0.130","0.265","0.410","28","100","88.1","6.3","2022","87.92","87.10","0","100","null","-0.8","5.82"
"231","543228","Yan Gomes","1471","15.70","0.356","0.249","0.311","0.604","80","225","88.0","17.7","2157","88.61","88.12","0","231","null","-0.5","5.98"
"358","400121","Victor Martinez","1909","18.75","0.296","0.151","0.268","0.447","104","351","88.0","15.1","2103","89.79","89.38","0","358","null","-0.4","6.08"
"85","446653","Jose Lobaton","636","13.36","0.298","0.155","0.268","0.452","25","84","88.0","12.0","2167","88.76","88.55","0","85","null","-0.3","6.21"
"190","452655","Denard Span","1006","18.89","0.356","0.170","0.335","0.527","67","188","88.0","8.4","2073","89.64","89.26","0","190","null","-0.3","6.08"
"254","553993","Eugenio Suarez","1573","16.15","0.388","0.236","0.351","0.624","97","250","88.0","13.9","2162","89.49","89.43","0","254","null","-0.1","6.23"
"395","543939","Kolten Wong","2282","17.31","0.356","0.177","0.333","0.533","139","390","88.0","10.7","2072","89.02","88.47","0","395","null","-0.5","5.94"
"110","605509","Kelby Tomlinson","746","14.75","0.436","0.164","0.426","0.600","48","110","88.0","6.9","2150","88.82","88.42","0","110","null","-0.4","5.94"
"295","592696","Eddie Rosario","1691","17.45","0.380","0.281","0.350","0.661","111","292","87.9","13.6","2124","88.57","87.93","0","295","null","-0.7","5.95"
"382","521692","Salvador Perez","1840","20.76","0.334","0.218","0.293","0.552","126","377","87.9","13.3","2165","88.88","88.44","0","382","null","-0.5","6.00"
"269","543238","Anthony Gose","2131","12.62","0.390","0.190","0.379","0.580","105","269","87.9","8.4","2123","89.15","88.77","0","269","null","-0.3","6.07"
"88","570267","Domingo Santana","781","11.27","0.407","0.360","0.338","0.767","35","86","87.9","8.5","2098","89.88","89.61","0","88","null","-0.3","6.15"
"128","454560","A.J. Ellis","925","13.84","0.313","0.203","0.279","0.516","40","128","87.9","11.9","2162","89.59","89.08","0","128","null","-0.5","5.96"
"273","429666","J.J. Hardy","1789","15.26","0.305","0.138","0.279","0.442","82","269","87.9","9.6","2133","88.91","88.43","0","273","null","-0.5","6.05"
"103","500743","Miguel Rojas","561","18.36","0.333","0.118","0.324","0.451","34","102","87.9","4.5","2152","89.93","89.15","0","103","null","-0.8","5.91"
"410","572821","Brian Dozier","2830","14.49","0.341","0.323","0.285","0.664","137","402","87.9","16.3","2152","89.19","88.56","0","410","null","-0.6","6.01"
"406","594809","Adam Eaton","2781","14.60","0.402","0.206","0.379","0.608","162","403","87.8","7.7","2095","88.31","87.99","0","406","null","-0.3","6.09"
"132","502126","Domonic Brown","773","17.08","0.303","0.174","0.276","0.477","40","132","87.8","13.0","2160","88.08","87.60","0","132","null","-0.5","6.05"
"289","475174","Yonder Alonso","1467","19.70","0.332","0.122","0.317","0.455","95","286","87.8","6.3","2063","88.72","88.30","0","289","null","-0.4","6.05"
"161","518618","Derek Dietrich","1103","14.60","0.373","0.297","0.329","0.671","59","158","87.8","16.3","2098","89.25","88.42","0","161","null","-0.9","5.91"
"355","595281","Kevin Kiermaier","1954","18.17","0.348","0.221","0.328","0.569","123","353","87.8","8.8","2117","87.80","87.08","0","355","null","-0.7","5.96"
"223","543376","Caleb Joseph","1364","16.35","0.326","0.226","0.290","0.552","72","221","87.8","16.0","2150","89.20","88.80","0","223","null","-0.4","6.10"
"347","588751","Adeiny Hechavarria","1676","20.70","0.338","0.122","0.325","0.461","116","343","87.8","7.2","2119","87.98","87.03","0","347","null","-1.0","5.82"
"367","133380","Aramis Ramirez","1826","20.10","0.301","0.224","0.265","0.525","109","362","87.8","15.3","2096","89.53","89.30","0","367","null","-0.2","6.15"
"113","518614","Daniel Descalso","771","14.66","0.301","0.195","0.269","0.496","34","113","87.8","12.6","2149","89.36","89.54","0","113","null","0.1","6.18"
"146","455139","Robinson Chirinos","1104","13.22","0.375","0.333","0.324","0.708","54","144","87.7","15.5","2142","88.81","88.32","0","146","null","-0.5","6.01"
"404","516782","Starling Marte","2286","17.67","0.378","0.229","0.342","0.607","150","397","87.7","6.4","2086","89.14","88.88","0","404","null","-0.2","6.11"
"157","433217","Andres Blanco","1008","15.58","0.410","0.308","0.383","0.718","64","156","87.7","10.4","2055","87.84","87.21","0","157","null","-0.6","5.99"
"264","605125","Cody Asche","1721","15.34","0.364","0.239","0.333","0.602","96","264","87.6","15.0","2049","89.40","89.00","0","264","null","-0.4","6.11"
"172","446308","Matt Wieters","1171","14.69","0.391","0.219","0.354","0.609","66","169","87.6","13.2","2104","88.81","88.13","0","172","null","-0.7","5.94"
"216","453923","Gregor Blanco","1419","15.22","0.385","0.183","0.365","0.568","82","213","87.6","10.8","2098","88.67","88.22","0","216","null","-0.5","5.97"
"228","446386","Brandon Guyer","1426","15.99","0.370","0.216","0.345","0.586","84","227","87.5","14.4","2127","88.35","87.71","0","228","null","-0.6","6.01"
"262","572365","Ryan Goins","1614","16.23","0.337","0.151","0.319","0.488","87","258","87.5","2.5","2067","88.52","88.21","0","262","null","-0.3","6.16"
"334","519083","Derek Norris","2236","14.94","0.366","0.222","0.340","0.589","122","333","87.5","11.9","2107","88.41","87.95","0","334","null","-0.5","6.03"
"134","446481","Sean Rodriguez","851","15.75","0.366","0.194","0.346","0.560","49","134","87.4","8.6","2138","88.56","88.48","0","134","null","-0.1","6.16"
"390","451594","Dexter Fowler","2824","13.81","0.367","0.235","0.337","0.602","142","387","87.4","12.1","2078","90.16","89.67","0","390","null","-0.5","6.00"
"456","462101","Elvis Andrus","2445","18.65","0.314","0.130","0.297","0.444","140","446","87.4","8.4","2141","88.86","88.45","0","456","null","-0.5","6.08"
"126","542921","Tim Beckham","899","14.02","0.344","0.344","0.282","0.689","42","122","87.4","8.2","2093","87.54","86.79","0","126","null","-0.7","5.93"
"376","543760","Marcus Semien","2370","15.86","0.357","0.219","0.330","0.576","134","375","87.4","12.8","2108","87.85","87.27","0","376","null","-0.6","5.92"
"139","648717","Alex Guerrero","799","17.40","0.350","0.277","0.300","0.628","48","137","87.4","14.9","2080","88.44","88.02","0","139","null","-0.4","5.96"
"166","543216","Conor Gillaspie","866","19.17","0.303","0.158","0.288","0.461","50","165","87.4","9.8","2082","89.23","88.94","0","166","null","-0.3","6.11"
"193","456665","Steve Pearce","1217","15.86","0.313","0.292","0.257","0.604","60","192","87.4","18.6","2122","89.31","88.75","0","193","null","-0.6","6.03"
"313","572008","Chris Owings","1975","15.85","0.339","0.158","0.327","0.497","105","310","87.3","16.4","2113","88.72","88.39","0","313","null","-0.3","6.05"
"383","516416","Jean Segura","2057","18.62","0.325","0.110","0.313","0.436","124","381","87.3","6.0","1973","88.64","88.29","0","383","null","-0.3","6.09"
"128","493472","Eric Campbell","818","15.65","0.264","0.136","0.242","0.400","33","125","87.3","8.4","2059","89.38","88.92","0","128","null","-0.5","6.13"
"127","607385","Tyler Collins","752","16.89","0.354","0.205","0.333","0.559","45","127","87.3","14.2","2075","88.80","88.58","0","127","null","-0.2","6.10"
"290","474568","Jordy Mercer","1603","18.09","0.317","0.101","0.307","0.418","91","287","87.2","9.5","2131","89.59","89.24","0","290","null","-0.4","6.05"
"330","519390","Stephen Vogt","2102","15.70","0.354","0.252","0.308","0.606","114","322","87.2","16.1","2092","87.16","86.39","0","330","null","-0.8","5.83"
"151","430897","Nick Swisher","1052","14.35","0.284","0.182","0.248","0.466","42","148","87.2","7.7","2118","89.83","89.24","0","151","null","-0.6","5.96"
"133","425900","Dioner Navarro","746","17.83","0.326","0.171","0.289","0.496","42","129","87.2","14.1","2092","89.51","89.30","0","133","null","-0.2","6.19"
"202","430637","Kelly Johnson","1294","15.61","0.390","0.250","0.346","0.640","78","200","87.2","11.5","2094","88.36","87.93","0","202","null","-0.5","6.06"
"221","434658","Rajai Davis","1382","15.99","0.353","0.284","0.324","0.638","77","218","87.1","11.9","2119","88.78","88.35","0","221","null","-0.5","6.06"
"403","452104","Chase Headley","2561","15.74","0.363","0.155","0.342","0.519","145","399","87.1","10.2","2078","88.90","88.21","0","403","null","-0.7","6.01"
"86","424325","David Ross","726","11.85","0.310","0.095","0.306","0.405","26","84","87.1","17.9","2201","90.15","89.59","0","86","null","-0.5","5.98"
"77","467143","Hector Gomez","488","15.78","0.286","0.234","0.276","0.519","22","77","87.1","14.8","2081","88.62","88.32","0","77","null","-0.3","6.18"
"92","605227","Taylor Featherston","636","14.47","0.231","0.143","0.211","0.374","21","91","87.1","12.3","2130","89.71","89.45","0","92","null","-0.3","6.11"
"214","430203","David DeJesus","1191","17.97","0.291","0.127","0.273","0.418","62","213","87.1","13.4","2117","88.76","88.12","0","214","null","-0.7","6.01"
"316","453056","Jacoby Ellsbury","1880","16.81","0.335","0.128","0.317","0.463","105","313","87.1","11.5","2107","88.86","88.13","0","316","null","-0.8","5.97"
"374","527038","Wilmer Flores","1952","19.16","0.331","0.188","0.299","0.519","123","372","87.0","11.9","2138","88.83","88.38","0","374","null","-0.4","6.07"
"136","460060","Cliff Pennington","1018","13.36","0.295","0.114","0.271","0.409","39","132","87.0","11.5","2086","90.16","89.74","0","136","null","-0.5","6.05"
"184","596119","Blake Swihart","1210","15.21","0.402","0.179","0.385","0.582","74","184","87.0","9.0","2094","89.41","88.91","0","184","null","-0.5","6.06"
"283","608365","Addison Russell","2160","13.10","0.381","0.224","0.353","0.605","107","281","87.0","16.2","2144","88.74","88.14","0","283","null","-0.6","5.92"
"300","605412","Joe Panik","1592","18.84","0.361","0.169","0.340","0.530","107","296","87.0","11.9","2091","88.61","88.02","0","300","null","-0.6","5.91"
"155","488681","Brandon Barnes","1061","14.61","0.373","0.144","0.362","0.516","57","153","87.0","10.6","2168","87.75","87.71","0","155","null","0.0","6.05"
"313","571788","Brock Holt","2085","15.01","0.383","0.145","0.376","0.527","119","311","86.8","8.5","2137","88.56","88.17","0","313","null","-0.4","6.13"
"94","537953","Daniel Nava","670","14.03","0.269","0.075","0.258","0.344","25","93","86.8","13.0","2114","88.87","88.49","0","94","null","-0.4","6.14"
"137","455117","Martin Maldonado","994","13.78","0.336","0.119","0.316","0.455","45","134","86.8","10.6","2075","90.53","90.37","0","137","null","-0.1","6.24"
"224","449107","Mike Aviles","1195","18.74","0.281","0.090","0.266","0.371","62","221","86.8","7.4","2129","88.75","88.32","0","224","null","-0.5","6.01"
"132","474443","Ivan De Jesus Jr.","943","14.00","0.344","0.176","0.326","0.519","45","131","86.7","5.8","2094","90.27","90.37","0","132","null","0.1","6.35"
"229","461416","Will Venable","1544","14.83","0.355","0.162","0.338","0.518","81","228","86.6","2.4","2084","88.31","87.79","0","229","null","-0.5","6.01"
"432","453568","Charlie Blackmon","2738","15.78","0.376","0.218","0.348","0.594","160","426","86.6","13.8","2114","88.49","88.67","0","432","null","0.2","6.14"
"80","594838","Phil Gosselin","475","16.84","0.367","0.241","0.338","0.608","29","79","86.6","7.5","2144","88.76","88.36","0","80","null","-0.4","6.00"
"404","516770","Starlin Castro","2144","18.84","0.333","0.150","0.310","0.483","133","400","86.5","7.3","2126","88.90","88.35","0","404","null","-0.5","5.95"
"323","407781","Marlon Byrd","1967","16.42","0.358","0.289","0.308","0.648","114","318","86.5","12.0","2159","89.02","88.70","0","323","null","-0.3","6.07"
"238","608070","Jose Ramirez","1416","16.81","0.272","0.162","0.251","0.434","64","235","86.5","11.0","2139","88.96","88.50","0","238","null","-0.5","6.01"
"390","425877","Yadier Molina","1803","21.63","0.323","0.100","0.308","0.423","123","381","86.5","10.3","2138","88.67","88.07","0","390","null","-0.6","5.91"
"147","572033","Josh Phegley","870","16.90","0.349","0.295","0.304","0.644","51","146","86.5","13.4","2137","87.10","86.41","0","147","null","-0.7","5.86"
"200","605486","Cory Spangenberg","1290","15.50","0.362","0.199","0.344","0.561","71","196","86.5","4.5","2054","88.49","88.19","0","200","null","-0.3","6.13"
"179","425784","Rene Rivera","1175","15.23","0.290","0.159","0.266","0.449","51","176","86.5","12.9","2101","88.11","87.47","0","179","null","-0.6","5.96"
"421","594777","Kole Calhoun","2557","16.46","0.374","0.245","0.331","0.619","156","417","86.5","12.3","2118","88.21","87.71","0","421","null","-0.5","6.00"
"291","500871","Eduardo Escobar","1762","16.52","0.353","0.255","0.319","0.608","101","286","86.5","13.5","2091","88.38","87.74","0","291","null","-0.7","5.99"
"213","457477","Alejandro De Aza","1463","14.56","0.349","0.222","0.329","0.571","74","212","86.5","15.4","2130","88.90","88.58","0","213","null","-0.3","6.14"
"286","444843","Andre Ethier","1705","16.77","0.392","0.265","0.357","0.657","111","283","86.4","11.5","2103","88.36","87.90","0","286","null","-0.5","5.96"
"181","542208","Carlos Perez","1076","16.82","0.335","0.134","0.316","0.469","60","179","86.4","10.2","2153","88.48","88.02","0","181","null","-0.5","5.99"
"180","541650","Hernan Perez","896","20.09","0.343","0.124","0.337","0.466","61","178","86.4","12.6","2093","89.41","89.06","0","180","null","-0.3","6.09"
"455","408252","Brandon Phillips","2161","21.06","0.363","0.126","0.343","0.489","164","452","86.4","9.9","2117","89.52","89.45","0","455","null","0.0","6.25"
"113","488721","Peter Bourjos","822","13.75","0.339","0.232","0.312","0.571","38","112","86.4","9.7","2136","89.37","88.74","0","113","null","-0.7","5.88"
"154","573135","Tyler Saladino","932","16.52","0.307","0.157","0.287","0.464","47","153","86.4","8.0","2202","89.75","89.62","0","154","null","-0.1","6.16"
"107","502261","Cole Gillespie","598","17.89","0.377","0.189","0.362","0.566","40","106","86.4","6.8","2156","88.91","88.08","0","107","null","-0.8","5.89"
"269","452220","Stephen Drew","1661","16.20","0.272","0.257","0.219","0.528","72","265","86.4","14.9","2100","89.03","88.40","0","269","null","-0.6","6.04"
"361","607054","Jace Peterson","2368","15.24","0.334","0.143","0.320","0.478","119","356","86.4","9.7","2020","88.72","88.12","0","361","null","-0.6","5.95"
"430","592743","Andrelton Simmons","1906","22.56","0.299","0.079","0.293","0.379","128","428","86.4","3.7","2093","88.90","88.27","0","430","null","-0.6","5.95"
"153","445055","Jon Jay","889","17.21","0.273","0.067","0.265","0.340","41","150","86.3","4.7","2045","89.47","88.91","0","153","null","-0.6","5.97"
"358","434636","Angel Pagan","2103","17.02","0.331","0.093","0.321","0.425","117","353","86.3","13.0","2049","88.13","87.57","0","358","null","-0.5","5.92"
"317","543281","Josh Harrison","1565","20.26","0.355","0.137","0.344","0.492","111","313","86.3","12.4","2103","88.79","88.38","0","317","null","-0.4","6.01"
"485","435079","Ian Kinsler","2526","19.20","0.369","0.167","0.350","0.535","177","480","86.2","17.6","2161","89.42","89.05","0","485","null","-0.3","6.09"
"522","514888","Jose Altuve","2227","23.44","0.375","0.177","0.352","0.551","193","515","86.1","9.2","2162","89.29","88.67","0","522","null","-0.6","5.94"
"343","543213","Johnny Giavotella","1756","19.53","0.338","0.136","0.324","0.475","114","337","86.1","10.2","2170","88.72","88.20","0","343","null","-0.5","5.99"
"121","452672","Ryan Hanigan","847","14.29","0.358","0.117","0.345","0.475","43","120","86.1","10.6","2182","89.57","89.43","0","121","null","-0.2","6.30"
"219","502082","Lonnie Chisenhall","1315","16.65","0.352","0.190","0.325","0.542","76","216","86.1","14.0","2117","89.00","88.59","0","219","null","-0.4","6.01"
"162","459964","Matt Joyce","1074","15.08","0.244","0.150","0.222","0.394","39","160","86.1","14.8","2093","89.60","89.14","0","162","null","-0.5","6.06"
"279","605113","Nick Ahmed","1645","16.96","0.309","0.204","0.283","0.513","85","275","86.0","14.2","2161","88.82","88.41","0","279","null","-0.4","5.99"
"106","485567","Ezequiel Carrera","728","14.56","0.365","0.163","0.340","0.529","38","104","85.9","3.7","2081","89.01","88.68","0","106","null","-0.3","6.16"
"152","606466","Ketel Marte","952","15.97","0.380","0.180","0.367","0.560","57","150","85.9","3.4","2139","89.26","88.76","0","152","null","-0.5","6.00"
"252","430910","Brayan Pena","1333","18.90","0.323","0.064","0.321","0.386","81","251","85.9","7.0","2072","88.50","88.26","0","252","null","-0.2","6.18"
"109","460099","Nolan Reimold","799","13.64","0.349","0.229","0.311","0.578","38","109","85.9","12.7","2099","88.71","88.11","0","109","null","-0.6","6.02"
"235","506560","Alexi Amarista","1388","16.93","0.274","0.117","0.259","0.391","63","230","85.8","9.9","2070","88.30","87.71","0","235","null","-0.6","6.01"
"211","455759","Chris Young","1417","14.89","0.357","0.285","0.311","0.643","74","207","85.8","14.7","2081","89.62","89.03","0","211","null","-0.6","6.04"
"397","520471","Freddy Galvis","2288","17.35","0.353","0.115","0.338","0.468","138","391","85.7","12.2","2052","88.54","88.04","0","397","null","-0.5","6.05"
"380","276519","Jimmy Rollins","2113","17.98","0.293","0.177","0.267","0.470","111","379","85.7","14.1","2035","89.41","88.97","0","380","null","-0.4","6.01"
"149","435401","Skip Schumaker","1048","14.22","0.311","0.101","0.309","0.412","46","148","85.7","8.4","2117","88.56","88.47","0","149","null","-0.1","6.22"
"299","425766","James Loney","1306","22.89","0.324","0.091","0.312","0.416","96","296","85.7","11.3","2103","89.03","88.52","0","299","null","-0.5","6.08"
"329","150229","A.J. Pierzynski","1455","22.61","0.353","0.163","0.331","0.515","115","326","85.7","11.4","2051","87.96","87.35","0","329","null","-0.6","5.96"
"162","571466","Tucker Barnhart","956","16.95","0.356","0.119","0.340","0.475","57","160","85.7","10.9","2057","88.96","88.95","0","162","null","0.0","6.27"
"217","457787","Danny Espinosa","1510","14.37","0.388","0.285","0.343","0.673","83","214","85.5","11.4","2075","88.59","88.21","0","217","null","-0.4","6.09"
"199","453539","Sam Fuld","1325","15.02","0.253","0.131","0.244","0.384","50","198","85.5","3.3","2152","88.98","88.29","0","199","null","-0.7","5.89"
"142","446359","Zack Cozart","747","19.01","0.302","0.237","0.254","0.540","42","139","85.5","15.9","2156","89.49","89.15","0","142","null","-0.4","6.14"
"396","544369","Didi Gregorius","2093","18.92","0.334","0.131","0.313","0.465","130","389","85.4","9.1","2107","88.80","88.18","0","396","null","-0.6","6.01"
"269","592261","Delino DeShields","1923","13.99","0.336","0.174","0.326","0.509","89","265","85.3","11.3","2144","89.33","88.96","0","269","null","-0.3","6.08"
"88","491696","Jesus Sucre","525","16.76","0.198","0.105","0.188","0.302","17","86","85.3","7.1","2137","90.33","89.84","0","88","null","-0.5","6.04"
"269","570560","Yolmer Sanchez","1615","16.66","0.315","0.139","0.303","0.453","84","267","85.3","7.6","2074","88.08","87.84","0","269","null","-0.3","6.12"
"97","488810","Tony Cruz","585","16.58","0.292","0.156","0.274","0.448","28","96","85.3","7.1","2116","89.46","89.08","0","97","null","-0.4","6.05"
